stem,family,group_id,angle_step,critical_angle,grid_path,candidate_path,has_candidate,candidate_count,tomo_best_vss,usable,skip_reason
Group_E1_39507,E,E1,3deg,0deg,Experimental\G5Test\tomo_int3_cache\Group_E1_39507_tomo_int3_3deg_0deg.npz,Experimental\G5Test\SFTF_result\Group_E1_39507_candidates.csv,True,1292,26384.341815286432,True,usable
Group_E1_39507,E,E1,3deg,30deg,Experimental\G5Test\tomo_int3_cache\Group_E1_39507_tomo_int3_3deg_30deg.npz,Experimental\G5Test\SFTF_result\Group_E1_39507_candidates.csv,True,1292,12513.107504726442,True,usable
Group_E1_39507,E,E1,3deg,45deg,Experimental\G5Test\tomo_int3_cache\Group_E1_39507_tomo_int3_3deg_45deg.npz,Experimental\G5Test\SFTF_result\Group_E1_39507_candidates.csv,True,1292,6492.921636124288,True,usable
Group_E1_39507,E,E1,3deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E1_39507_tomo_int3_3deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E1_39507_candidates.csv,True,1292,-6336.972240574104,False,nonpositive_tomo_best
Group_E2_45809,E,E2,3deg,0deg,Experimental\G5Test\tomo_int3_cache\Group_E2_45809_tomo_int3_3deg_0deg.npz,Experimental\G5Test\SFTF_result\Group_E2_45809_candidates.csv,True,1292,44756.944514503164,True,usable
Group_E2_45809,E,E2,3deg,30deg,Experimental\G5Test\tomo_int3_cache\Group_E2_45809_tomo_int3_3deg_30deg.npz,Experimental\G5Test\SFTF_result\Group_E2_45809_candidates.csv,True,1292,23054.57414674365,True,usable
Group_E2_45809,E,E2,3deg,45deg,Experimental\G5Test\tomo_int3_cache\Group_E2_45809_tomo_int3_3deg_45deg.npz,Experimental\G5Test\SFTF_result\Group_E2_45809_candidates.csv,True,1292,13090.16125261291,True,usable
Group_E2_45809,E,E2,3deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E2_45809_tomo_int3_3deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E2_45809_candidates.csv,True,1292,5296.947542300894,True,usable
Group_E3_45811,E,E3,3deg,0deg,Experimental\G5Test\tomo_int3_cache\Group_E3_45811_tomo_int3_3deg_0deg.npz,Experimental\G5Test\SFTF_result\Group_E3_45811_candidates.csv,True,1292,61300.46292770007,True,usable
Group_E3_45811,E,E3,3deg,30deg,Experimental\G5Test\tomo_int3_cache\Group_E3_45811_tomo_int3_3deg_30deg.npz,Experimental\G5Test\SFTF_result\Group_E3_45811_candidates.csv,True,1292,34737.6618503539,True,usable
Group_E3_45811,E,E3,3deg,45deg,Experimental\G5Test\tomo_int3_cache\Group_E3_45811_tomo_int3_3deg_45deg.npz,Experimental\G5Test\SFTF_result\Group_E3_45811_candidates.csv,True,1292,18146.859712837155,True,usable
Group_E3_45811,E,E3,3deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E3_45811_tomo_int3_3deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E3_45811_candidates.csv,True,1292,7292.647992283844,True,usable
Group_E4_46012,E,E4,3deg,0deg,Experimental\G5Test\tomo_int3_cache\Group_E4_46012_tomo_int3_3deg_0deg.npz,Experimental\G5Test\SFTF_result\Group_E4_46012_candidates.csv,True,1292,281322.13245738635,True,usable
Group_E4_46012,E,E4,3deg,30deg,Experimental\G5Test\tomo_int3_cache\Group_E4_46012_tomo_int3_3deg_30deg.npz,Experimental\G5Test\SFTF_result\Group_E4_46012_candidates.csv,True,1292,138894.19933981146,True,usable
Group_E4_46012,E,E4,3deg,45deg,Experimental\G5Test\tomo_int3_cache\Group_E4_46012_tomo_int3_3deg_45deg.npz,Experimental\G5Test\SFTF_result\Group_E4_46012_candidates.csv,True,1292,65162.74144826842,True,usable
Group_E4_46012,E,E4,3deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E4_46012_tomo_int3_3deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E4_46012_candidates.csv,True,1292,20004.763090906064,True,usable
Group_E5_55280,E,E5,3deg,0deg,Experimental\G5Test\tomo_int3_cache\Group_E5_55280_tomo_int3_3deg_0deg.npz,Experimental\G5Test\SFTF_result\Group_E5_55280_candidates.csv,True,1292,496380.5458762429,True,usable
Group_E5_55280,E,E5,3deg,30deg,Experimental\G5Test\tomo_int3_cache\Group_E5_55280_tomo_int3_3deg_30deg.npz,Experimental\G5Test\SFTF_result\Group_E5_55280_candidates.csv,True,1292,287175.5489633103,True,usable
Group_E5_55280,E,E5,3deg,45deg,Experimental\G5Test\tomo_int3_cache\Group_E5_55280_tomo_int3_3deg_45deg.npz,Experimental\G5Test\SFTF_result\Group_E5_55280_candidates.csv,True,1292,180551.32400891013,True,usable
Group_E5_55280,E,E5,3deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E5_55280_tomo_int3_3deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E5_55280_candidates.csv,True,1292,80136.25972527117,True,usable
Group_E6_59197,E,E6,3deg,0deg,Experimental\G5Test\tomo_int3_cache\Group_E6_59197_tomo_int3_3deg_0deg.npz,Experimental\G5Test\SFTF_result\Group_E6_59197_candidates.csv,True,1292,102.1199975131957,True,usable
Group_E6_59197,E,E6,3deg,30deg,Experimental\G5Test\tomo_int3_cache\Group_E6_59197_tomo_int3_3deg_30deg.npz,Experimental\G5Test\SFTF_result\Group_E6_59197_candidates.csv,True,1292,0.0,False,nonpositive_tomo_best
Group_E6_59197,E,E6,3deg,45deg,Experimental\G5Test\tomo_int3_cache\Group_E6_59197_tomo_int3_3deg_45deg.npz,Experimental\G5Test\SFTF_result\Group_E6_59197_candidates.csv,True,1292,0.0,False,nonpositive_tomo_best
Group_E6_59197,E,E6,3deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E6_59197_tomo_int3_3deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E6_59197_candidates.csv,True,1292,0.0,False,nonpositive_tomo_best
Group_E7_61384,E,E7,3deg,0deg,Experimental\G5Test\tomo_int3_cache\Group_E7_61384_tomo_int3_3deg_0deg.npz,Experimental\G5Test\SFTF_result\Group_E7_61384_candidates.csv,True,1292,75041.0458273139,True,usable
Group_E7_61384,E,E7,3deg,30deg,Experimental\G5Test\tomo_int3_cache\Group_E7_61384_tomo_int3_3deg_30deg.npz,Experimental\G5Test\SFTF_result\Group_E7_61384_candidates.csv,True,1292,21137.96068617135,True,usable
Group_E7_61384,E,E7,3deg,45deg,Experimental\G5Test\tomo_int3_cache\Group_E7_61384_tomo_int3_3deg_45deg.npz,Experimental\G5Test\SFTF_result\Group_E7_61384_candidates.csv,True,1292,17587.73858882179,True,usable
Group_E7_61384,E,E7,3deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E7_61384_tomo_int3_3deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E7_61384_candidates.csv,True,1292,-3503.286148890976,False,nonpositive_tomo_best
Group_E8_64445,E,E8,3deg,0deg,Experimental\G5Test\tomo_int3_cache\Group_E8_64445_tomo_int3_3deg_0deg.npz,Experimental\G5Test\SFTF_result\Group_E8_64445_candidates.csv,True,1292,13777.221148216035,True,usable
Group_E8_64445,E,E8,3deg,30deg,Experimental\G5Test\tomo_int3_cache\Group_E8_64445_tomo_int3_3deg_30deg.npz,Experimental\G5Test\SFTF_result\Group_E8_64445_candidates.csv,True,1292,1158.2095224984785,True,usable
Group_E8_64445,E,E8,3deg,45deg,Experimental\G5Test\tomo_int3_cache\Group_E8_64445_tomo_int3_3deg_45deg.npz,Experimental\G5Test\SFTF_result\Group_E8_64445_candidates.csv,True,1292,-14941.956109631356,False,nonpositive_tomo_best
Group_E8_64445,E,E8,3deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E8_64445_tomo_int3_3deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E8_64445_candidates.csv,True,1292,-36271.209000381925,False,nonpositive_tomo_best
Group_E9_64446,E,E9,3deg,0deg,Experimental\G5Test\tomo_int3_cache\Group_E9_64446_tomo_int3_3deg_0deg.npz,Experimental\G5Test\SFTF_result\Group_E9_64446_candidates.csv,True,1292,13777.221148216035,True,usable
Group_E9_64446,E,E9,3deg,30deg,Experimental\G5Test\tomo_int3_cache\Group_E9_64446_tomo_int3_3deg_30deg.npz,Experimental\G5Test\SFTF_result\Group_E9_64446_candidates.csv,True,1292,1158.2095224984785,True,usable
Group_E9_64446,E,E9,3deg,45deg,Experimental\G5Test\tomo_int3_cache\Group_E9_64446_tomo_int3_3deg_45deg.npz,Experimental\G5Test\SFTF_result\Group_E9_64446_candidates.csv,True,1292,-14941.956109631356,False,nonpositive_tomo_best
Group_E9_64446,E,E9,3deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E9_64446_tomo_int3_3deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E9_64446_candidates.csv,True,1292,-36271.209000381925,False,nonpositive_tomo_best
