source,outer_key,name,group,oracle,untuned_J,raw_R+B,raw_R+P+B,selected_model,selected_alpha,selected,B_nested,B_alpha,B_inner_score,R+B_nested,R+B_alpha,R+B_inner_score,R+P+B_nested,R+P+B_alpha,R+P+B_inner_score,full7_nested,full7_alpha,full7_inner_score
g5_3deg_0deg,D,Group_D1_37009_3deg_0deg,D,1.0145308535961097,1.5173549251392158,1.0145308535961097,1.5173549251392158,R+B,0.01,1.0145308535961097,1.153156369320668,0.01,2.0589996775474892,1.0145308535961097,0.01,2.044872592604945,1.111344290628329,100.0,2.130768942830599,1.111344290628329,10.0,2.205847317616035
g5_3deg_30deg,D,Group_D1_37009_3deg_30deg,D,1.0230134086479614,13.636000036662972,1.209682294535301,13.636000036662972,R+B,0.01,1.126306847392888,1.953880483717892,0.01,2.0589996775474892,1.126306847392888,0.01,2.044872592604945,1.3389492601162718,100.0,2.130768942830599,1.3389492601162718,10.0,2.205847317616035
g5_3deg_45deg,D,Group_D1_37009_3deg_45deg,D,1.0067884636061761,46.28583676894027,2.2325095230542327,46.28583676894027,R+B,0.01,1.739090723942548,2.599509211173191,0.01,2.0589996775474892,1.739090723942548,0.01,2.044872592604945,2.865132698068265,100.0,2.130768942830599,2.865132698068265,10.0,2.205847317616035
g5_3deg_0deg,D,Group_D2_37010_3deg_0deg,D,1.0720503639158485,7.01194770638628,6.207037883804621,7.01194770638628,R+B,0.01,6.207037883804621,1.2505656351972096,0.01,2.0589996775474892,6.207037883804621,0.01,2.044872592604945,6.227590005123887,100.0,2.130768942830599,6.924046492534406,10.0,2.205847317616035
g5_3deg_0deg,D,Group_D3_37011_3deg_0deg,D,1.0,1.59293615588931,1.2923884014118632,1.59293615588931,R+B,0.01,1.6068865942695494,1.2923884014118632,0.01,2.0589996775474892,1.6068865942695494,0.01,2.044872592604945,1.59293615588931,100.0,2.130768942830599,1.5617126379792587,10.0,2.205847317616035
g5_3deg_30deg,D,Group_D3_37011_3deg_30deg,D,1.0,1.4336990867207884,1.2339924045685426,1.4336990867207884,R+B,0.01,1.4583797538800092,1.2339924045685426,0.01,2.0589996775474892,1.4583797538800092,0.01,2.044872592604945,1.4336990867207884,100.0,2.130768942830599,1.4217186728354105,10.0,2.205847317616035
g5_3deg_45deg,D,Group_D3_37011_3deg_45deg,D,1.0491364939209253,5.873834096417957,4.987492994511613,5.873834096417957,R+B,0.01,5.873834096417957,4.987492994511613,0.01,2.0589996775474892,5.873834096417957,0.01,2.044872592604945,5.873834096417957,100.0,2.130768942830599,5.791862020069335,10.0,2.205847317616035
g5_3deg_60deg,D,Group_D3_37011_3deg_60deg,D,1.2279212095410137,98.54594132457714,84.25505226449808,98.54594132457714,R+B,0.01,99.00878232353594,84.25505226449808,0.01,2.0589996775474892,99.00878232353594,0.01,2.044872592604945,98.54594132457714,100.0,2.130768942830599,98.54594132457714,10.0,2.205847317616035
g5_3deg_0deg,D,Group_D4_37091_3deg_0deg,D,1.0,1.0,1.0,1.0,R+B,0.01,1.0,1.0,0.01,2.0589996775474892,1.0,0.01,2.044872592604945,1.0,100.0,2.130768942830599,1.0,10.0,2.205847317616035
g5_3deg_30deg,D,Group_D4_37091_3deg_30deg,D,1.0,1.0952461394947013,1.1105848585446412,1.0952461394947013,R+B,0.01,1.0952461394947013,1.1105848585446412,0.01,2.0589996775474892,1.0952461394947013,0.01,2.044872592604945,1.0952461394947013,100.0,2.130768942830599,1.096655996741555,10.0,2.205847317616035
