source,outer_key,name,group,oracle,untuned_J,raw_R+B,raw_R+P+B,selected_model,selected_alpha,selected,B_nested,B_alpha,B_inner_score,R+B_nested,R+B_alpha,R+B_inner_score,R+P+B_nested,R+P+B_alpha,R+P+B_inner_score,full7_nested,full7_alpha,full7_inner_score
stanford_1deg,(1)Bunny_69k,(1)Bunny_69k,C1,1.457441746332514,2.4659405565667845,2.566746092091383,2.4659405565667845,R+B,100.0,2.4659405565667845,2.566746092091383,0.01,5.8488650798166395,2.4659405565667845,100.0,4.539776323177378,2.4659405565667845,100.0,4.539776323177378,2.2083399850299323,10.0,4.759592973093195
stanford_1deg,(2)manikin,(2)manikin,C2,1.1269289689726742,3.9852887907671564,2.8888294752984414,3.9852887907671564,R+B,0.01,2.912978702589797,2.6022170458601592,0.01,5.8399973413744455,2.912978702589797,0.01,4.406238420306415,2.817850376108827,10.0,4.421948490003571,2.821371336409185,0.01,4.556076059213827
stanford_1deg,(3)dragon_100k_1.5x,(3)dragon_100k_1.5x,C3,1.288711162780426,2.008517699453845,1.7019625688698072,2.008517699453845,R+B,0.01,1.6436590450665933,1.9390865202570204,0.01,6.005779972775231,1.6436590450665933,0.01,4.653535641205513,1.6436590450665933,0.01,4.653535641205513,1.5565455796057515,100.0,5.089901981987688
stanford_1deg,(4)happy_50k_0.75x,(4)happy_50k_0.75x,C4,4.348005783042627,11.150796567484377,16.703544445480834,11.150796567484377,full7,0.01,14.298753847588845,16.035989180113795,0.01,2.4815543078110367,10.784299972017537,0.01,2.46018646931469,10.784299972017537,0.01,2.4364043876944472,14.298753847588845,0.01,2.374735697385611
stanford_1deg,(5)lucy_50k,(5)lucy_50k,C5,1.0193965361246327,2.8181675730355846,2.8181675730355846,2.8181675730355846,R+P+B,10.0,2.8181675730355846,2.8181675730355846,0.01,5.78600970958059,2.8181675730355846,0.01,4.451719569060178,2.8181675730355846,10.0,4.4279374874399355,2.903672862866601,0.01,4.538111383937127
