study_id,source_set,stratum,face_count,thingi_id,gate_accepted,sftf_k8192_wall_s,cura_5_13_sliced,cura_5_13_union,cura_5_13_mean_slice_s,cura_5_13_ref_min_mm3,cura_5_13_ref_max_mm3,cura_5_13_u_5_missing,cura_5_13_s_5_missing,cura_5_13_u_5,cura_5_13_s_5,cura_5_13_diff_5,cura_5_13_complete_5,cura_5_13_u_10_missing,cura_5_13_s_10_missing,cura_5_13_u_10,cura_5_13_s_10,cura_5_13_diff_10,cura_5_13_complete_10,cura_5_13_u_20_missing,cura_5_13_s_20_missing,cura_5_13_u_20,cura_5_13_s_20,cura_5_13_diff_20,cura_5_13_complete_20,prusa_2_9_6_sliced,prusa_2_9_6_union,prusa_2_9_6_mean_slice_s,prusa_2_9_6_ref_min_mm3,prusa_2_9_6_ref_max_mm3,prusa_2_9_6_u_5_missing,prusa_2_9_6_s_5_missing,prusa_2_9_6_u_5,prusa_2_9_6_s_5,prusa_2_9_6_diff_5,prusa_2_9_6_complete_5,prusa_2_9_6_u_10_missing,prusa_2_9_6_s_10_missing,prusa_2_9_6_u_10,prusa_2_9_6_s_10,prusa_2_9_6_diff_10,prusa_2_9_6_complete_10,prusa_2_9_6_u_20_missing,prusa_2_9_6_s_20_missing,prusa_2_9_6_u_20,prusa_2_9_6_s_20,prusa_2_9_6_diff_20,prusa_2_9_6_complete_20,tomo_u_5,tomo_s_5,tomo_diff_5,tomo_u_10,tomo_s_10,tomo_diff_10,tomo_u_20,tomo_s_20,tomo_diff_20
P002,new,faces_50k_150k,103290,425600,True,6.580185799990431,55,55,19.798590578183013,10884.350899290252,50898.49204915439,0,0,0.10611300388553986,0.0,-0.10611300388553986,True,0,0,0.06123648004732784,0.0,-0.06123648004732784,True,0,0,0.035750967447345856,0.0,-0.035750967447345856,True,55,55,4.695527905453822,20637.943623726344,82512.88253017746,0,0,0.16940475867956817,0.1146747117098131,-0.05473004696975507,True,0,0,0.0726757917105906,0.1146747117098131,0.04199891999922249,True,0,0,0.0,0.09177119196240963,0.09177119196240963,True,0.05869045933818617,0.026518863127149777,-0.03217159621103639,0.05335664514372858,0.026518863127149777,-0.026837782016578802,0.030991801911250696,0.026518863127149777,-0.004472938784100919
P003,new,faces_50k_150k,61868,548861,True,3.6601823000091827,55,55,7.7463670127279,1012.7778721664035,37529.88367209783,0,0,0.017748919200848673,0.001630214143738656,-0.016118705057110015,True,0,0,0.021352263007345097,0.0,-0.021352263007345097,True,0,0,0.009007034266874,0.0,-0.009007034266874,True,55,55,2.180168349091334,3509.441697637819,44415.758250854,0,0,0.03054232995919822,0.0,-0.03054232995919822,True,0,0,0.04238909824193167,0.0,-0.04238909824193167,True,0,0,0.019354538307358206,0.0,-0.019354538307358206,True,0.022132139937220373,0.005965765648840572,-0.0161663742883798,0.0,0.005965765648840572,0.005965765648840572,0.011711049897119212,0.005965765648840572,-0.00574528424827864
P004,new,faces_50k_150k,117656,472054,True,4.306737400009297,55,55,6.248092087271983,1532.2203331194753,19690.294194277754,0,0,0.02772874045528129,0.09003153062946079,0.0623027901741795,True,0,0,0.05206064142643498,0.02949334624354504,-0.022567295182889944,True,0,0,0.02763932494877215,0.0,-0.02763932494877215,True,55,55,1.9493597581805344,6086.998856713195,24185.39045869867,0,0,0.0,0.1734105879652315,0.1734105879652315,True,0,0,0.04290210629796813,0.04007945386626959,-0.00282265243169854,True,0,0,0.040405345364297574,0.04007945386626959,-0.00032589149802798173,True,0.0,0.01933672378962301,0.01933672378962301,0.0,0.002801023927886205,0.002801023927886205,2.7387180612785037e-05,0.0006107341438041641,0.0005833469631913791
P005,new,faces_50k_150k,73994,119238,True,9.109389900011593,55,55,47.607060832728166,8342.98543932636,30833.06737562136,0,0,0.26679098887755065,0.813512597186916,0.5467216083093653,True,0,0,0.13288570968990032,0.16944596794747666,0.036560258257576334,True,0,0,0.0,0.16944596794747666,0.16944596794747666,True,55,55,6.036549567272464,34335.684542932,80742.37885909212,0,0,0.08195707227460101,0.7661813995234811,0.68422432724888,True,0,0,0.0,0.18092012913144437,0.18092012913144437,True,0,0,0.00032332794892111463,0.18092012913144437,0.18059680118252325,True,0.03194999266186427,0.06450912469652301,0.03255913203465874,0.029867153881371684,0.03611567400383446,0.0062485201224627765,0.029434864411457314,0.026232005233609218,-0.0032028591778480962
P006,new,faces_50k_150k,127710,472046,True,4.926462200004607,55,55,14.55820636727228,805.5950453245995,62155.43393110866,0,0,0.03177522687465795,0.0002667780213295245,-0.03150844885332842,True,0,0,0.06818102871550533,0.0002667780213295245,-0.0679142506941758,True,0,0,0.01637219530321375,0.0,-0.01637219530321375,True,55,55,3.3239574000009187,5462.578974737656,67855.5831499062,0,0,0.04846145314539587,0.11198862633933933,0.06352717319394346,True,0,0,0.10804158768895561,0.0027563630991836504,-0.10528522458977196,True,0,0,0.025281880518465978,0.0,-0.025281880518465978,True,5.94242016557989e-05,0.0092687186501493,0.0092092944484935,9.93149035407223e-05,0.007150787680939253,0.0070514727773985314,0.00018999269758428314,0.007150787680939253,0.0069607949833549706
P007,new,faces_50k_150k,76800,313881,True,3.529207400002633,55,55,4.445355434546152,1143.3578350551493,14841.03749173559,0,0,0.056051400512953785,0.014951996559182971,-0.04109940395377081,True,0,0,0.007600685859567268,0.014951996559182971,0.007351310699615703,True,0,0,0.0,0.004020347608269513,0.004020347608269513,True,55,55,1.5935161345442546,3563.74264372525,22219.44411754505,0,0,0.10227086455483855,0.055564015663703635,-0.04670684889113492,True,0,0,0.0028710546457473185,0.055564015663703635,0.052692961017956313,True,0,0,0.0,0.02895178503098349,0.02895178503098349,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P008,new,faces_50k_150k,134142,99270,True,4.591076199998497,55,55,8.468858221817275,286.65937726267884,33871.75266838334,0,0,0.011850408085678735,0.11958661368508816,0.10773620559940943,True,0,0,0.00396206727256008,0.11958661368508816,0.11562454641252808,True,0,0,0.0,0.11958661368508816,0.11958661368508816,True,55,55,5.210212849090352,1480.375276038141,46220.84953855162,0,0,0.02433196544278229,0.14059299472469886,0.11626102928191656,True,0,0,0.009215671538792835,0.14059299472469886,0.13137732318590603,True,0,0,0.0,0.14059299472469886,0.14059299472469886,True,4.267038645578402e-05,0.04189208271438069,0.041849412327924905,0.00034705246464711265,0.04189208271438069,0.04154503024973358,0.0001564580722674285,0.0412508915047917,0.04109443343252427
P009,new,faces_50k_150k,126080,796150,True,7.452059500006726,55,55,16.89433027818185,4684.285490237897,21660.126893668486,0,0,0.03476022969591058,0.011505387099617874,-0.023254842596292707,True,0,0,0.04444415417188806,0.01024999562465634,-0.03419415854723172,True,0,0,0.06632491281848528,0.0,-0.06632491281848528,True,55,55,3.2373972418173005,14525.210752442359,40285.71147232811,0,0,0.08992236306262578,0.04586775909355793,-0.04405460396906785,True,0,0,0.02175119667875472,0.04586775909355793,0.024116562414803214,True,0,0,0.07853662985324872,0.0,-0.07853662985324872,True,0.021164613425684375,0.007621097468195774,-0.013543515957488601,0.023105753507202044,0.007231566909581465,-0.01587418659762058,0.06277089696450991,0.007231566909581465,-0.05553933005492844
P010,new,faces_50k_150k,69994,72960,True,4.585295999990194,55,55,16.811775152726806,701.0696489250712,25955.946540874524,0,0,0.1378830741970431,0.08358288782226306,-0.05430018637478004,True,0,0,0.0,0.08358288782226306,0.08358288782226306,True,0,0,0.03427783576377338,0.08358288782226306,0.04930505205848968,True,55,55,3.1536042945462133,4404.83236152686,48544.09434477738,0,0,0.18779212034660367,0.144052111901446,-0.04374000844515766,True,0,0,0.0,0.144052111901446,0.144052111901446,True,0,0,0.017130284889074678,0.144052111901446,0.12692182701237134,True,0.0018686505803503937,0.0013312430185779315,-0.0005374075617724623,0.0,0.0013312430185779315,0.0013312430185779315,0.0,0.0013312430185779315,0.0013312430185779315
P011,new,faces_50k_150k,111642,472173,True,21.856520399989677,55,55,38.56131928545338,14201.69646769894,43498.20974547749,0,0,0.11864696709975046,0.4411337562511058,0.3224867891513553,True,0,0,0.0,0.43873404850211273,0.43873404850211273,True,0,0,0.1672395387619159,0.4117072474312404,0.24446770866932446,True,55,55,12.194431210909599,37475.24463958314,131661.4436931465,0,0,0.09199699793676822,0.6110198374485644,0.5190228395117962,True,0,0,0.18618673385230228,0.4092173896326425,0.2230306557803402,True,0,0,0.0,0.20104706484973695,0.20104706484973695,True,0.0077086006343124154,0.02238141881585048,0.014672818181538066,0.013713637026402613,0.018173169436685017,0.004459532410282404,0.003274735154180182,0.018173169436685017,0.014898434282504836
P012,new,faces_50k_150k,56014,71995,True,3.4590275999944424,54,55,7.331838509258684,4161.730666696505,20416.670294871332,1,0,0.014646427600314335,0.2768777601128119,0.2622313325124976,False,0,0,0.029019687854987278,0.2719632619418433,0.24294357408685602,True,0,0,0.0,0.12245838465502347,0.12245838465502347,True,55,55,1.9325365981796163,11904.225748049917,34223.51027800345,0,0,0.01045022649396499,0.28802598656753503,0.27757576007357004,True,0,0,0.0005890543092841562,0.2815224896831627,0.28093343537387855,True,0,0,0.0,0.2199977543087937,0.2199977543087937,True,0.0,0.15015848911183394,0.15015848911183394,0.0018863734770501583,0.15015848911183394,0.1482721156347838,0.0,0.007340414124788267,0.007340414124788267
P013,new,faces_50k_150k,56024,125067,True,9.74247060000198,55,55,26.708309260000664,12871.669444698746,34091.07396668603,0,0,0.09399068629907512,0.3575643355153009,0.26357364921622584,True,0,0,0.07314625620885284,0.2987518452795594,0.22560558907070655,True,0,0,0.0,0.26418955354613227,0.26418955354613227,True,55,55,6.656427898182036,39733.315254621026,74298.0106055547,0,0,0.016144680943202004,0.18325377074669527,0.16710908980349326,True,0,0,0.0,0.10094484716666513,0.10094484716666513,True,0,0,0.015731432269092467,0.08796775448394219,0.07223632221484971,True,0.00993676608059079,0.40197931803967496,0.39204255195908416,0.04006214645022183,0.40197931803967496,0.36191717158945313,0.010960287048725197,0.3751680502911427,0.3642077632424175
P014,new,faces_50k_150k,129714,472043,True,4.810707299999194,55,55,15.695760596362312,1143.0541922711968,63266.277839248796,0,0,0.014975680636893947,0.0,-0.014975680636893947,True,0,0,0.004675693860225594,0.0,-0.004675693860225594,True,0,0,0.022036869439356926,0.0,-0.022036869439356926,True,55,55,3.226423578181791,5040.102614359111,62717.06342463149,0,0,0.03287066733142406,0.02521177539830168,-0.0076588919331223825,True,0,0,0.0,0.02521177539830168,0.02521177539830168,True,0,0,0.06997727633662423,0.02521177539830168,-0.04476550093832256,True,4.8658170222093366e-05,0.009331814557269554,0.00928315638704746,0.0003515741071086157,0.009179827516983588,0.008828253409874972,3.743297499205922e-05,0.0017644929282003992,0.00172705995320834
P015,new,faces_50k_150k,65346,200083,True,4.352469599994947,55,55,11.309543443635762,1726.358161815658,26057.579225028585,0,0,0.0703963389164607,0.22164599220080658,0.15124965328434586,True,0,0,0.016051378347003178,0.16553787055608452,0.14948649220908133,True,0,0,0.0,0.14923441490879782,0.14923441490879782,True,55,55,2.098168238182023,5718.4725117968455,42086.216921774125,0,0,0.1082344351466423,0.3333567348640401,0.2251222997173978,True,0,0,0.09514091465190316,0.30676518264645164,0.21162426799454848,True,0,0,0.0,0.2721448921773661,0.2721448921773661,True,0.0413248520068929,0.0845153698742706,0.043190517867377695,0.00858550793715153,0.014790853290397364,0.006205345353245835,0.005685117038171398,0.014790853290397364,0.009105736252225965
P016,new,faces_50k_150k,68548,1063852,True,7.016964899987215,55,55,14.42464236000087,1149.8524809638345,22888.63199574527,0,0,0.003602095234532501,0.0011170306938769422,-0.002485064540655559,True,0,0,0.008390998169551645,0.0011170306938769422,-0.007273967475674704,True,0,0,0.009927116885386974,0.0,-0.009927116885386974,True,55,55,3.415639194546648,2902.7565602502114,35709.903040132085,0,0,0.0036615445364415054,0.005045216586294914,0.0013836720498534081,True,0,0,0.010868773398890318,0.005045216586294914,-0.005823556812595405,True,0,0,0.025640880212585586,0.0,-0.025640880212585586,True,0.023457721976214187,0.01520720063220536,-0.008250521344008827,0.023213965822821186,0.012294514730523563,-0.010919451092297623,0.016000995711269048,0.010588159115721106,-0.0054128365955479416
P017,new,faces_50k_150k,135314,1396899,True,12.345441900004516,55,55,25.42974921272729,5222.901030287425,33295.59977022465,0,0,0.004488635899645584,0.04358120903993412,0.039092573140288536,True,0,0,0.002637339810960018,0.021095738521092266,0.01845839871013225,True,0,0,0.0,0.01269908724575403,0.01269908724575403,True,55,55,5.953544378182745,12081.334758338002,54877.519525035794,0,0,0.02606697466210867,0.042030651276753386,0.015963676614644717,True,0,0,0.03412818619800314,0.009551978527831293,-0.024576207670171844,True,0,0,0.01448589536844844,0.0,-0.01448589536844844,True,0.020036734016943076,0.04839533795507121,0.028358603938128137,0.008488673522434091,0.030004044164884898,0.021515370642450807,0.01111540957588246,0.022201410290211474,0.011086000714329015
P018,new,faces_50k_150k,118994,96132,True,8.30849290000333,55,55,16.84836151454656,2580.704879307257,20178.558092710857,0,0,0.032387586051632,0.06325566449631538,0.03086807844468338,True,0,0,0.03671600602748669,0.0,-0.03671600602748669,True,0,0,0.008490673471121663,0.0,-0.008490673471121663,True,55,55,4.88929775636458,7108.437908384754,47697.89325866913,0,0,0.05103825785311855,0.09672696962871415,0.045688711775595595,True,0,0,0.05789656286106914,0.09672696962871415,0.03883040676764501,True,0,0,0.036758829807217626,0.0,-0.036758829807217626,True,0.005189188188319467,0.012286980703639596,0.007097792515320129,0.010382232757961626,0.007726153608336856,-0.0026560791496247696,0.005966738156534823,0.0026202296686545154,-0.003346508487880308
P019,new,faces_50k_150k,142994,471989,True,4.9820864999928745,55,55,12.739259785454223,3.520827556398625,38503.487199411,0,0,3.875505997482025e-05,0.21712170648395882,0.21708295142398398,True,0,0,0.00012210658386695215,0.19895831824111235,0.19883621165724538,True,0,0,0.0,0.1965796873102465,0.1965796873102465,True,55,55,2.017157490908126,56.43438300523875,53673.232123788745,0,0,0.0,0.31726224019607735,0.31726224019607735,True,0,0,0.1042583130186201,0.29659668305983167,0.19233837004121157,True,0,0,0.16699205624634944,0.29659668305983167,0.12960462681348223,True,0.0,0.05989669687512647,0.05989669687512647,0.0,0.05989669687512647,0.05989669687512647,0.0,0.0007839965314330981,0.0007839965314330981
P020,new,faces_50k_150k,61410,1504272,True,8.416160399996443,55,55,15.631373385454804,3004.338420796263,35425.590857203875,0,0,0.0,0.1060235863141509,0.1060235863141509,True,0,0,0.03357611440763544,0.1060235863141509,0.07244747190651546,True,0,0,0.04656892290822757,0.1060235863141509,0.059454663405923334,True,55,55,4.36067845454593,8891.791485203006,58515.510814973444,0,0,0.0,0.14489499823725366,0.14489499823725366,True,0,0,0.09557447937829584,0.14489499823725366,0.049320518858957815,True,0,0,0.0733000613458653,0.14489499823725366,0.07159493689138836,True,0.02314887152083705,0.07375243041634187,0.05060355889550482,0.0017475941327939532,0.013042821715025028,0.011295227582231076,0.0009924153782123828,0.013042821715025028,0.012050406336812645
P021,new,faces_50k_150k,55186,916993,True,4.817522800003644,55,55,10.974169841818036,2950.745902379666,37216.62702459676,0,0,0.016320215634175083,0.0,-0.016320215634175083,True,0,0,0.002391040704009093,0.0,-0.002391040704009093,True,0,0,0.001789913290163992,0.0,-0.001789913290163992,True,55,55,2.7858413181812716,9302.282975422739,56365.65590004724,0,0,0.0,0.022359951350626496,0.022359951350626496,True,0,0,0.05101784085589776,0.01804559684261726,-0.0329722440132805,True,0,0,0.012429235338814865,0.01804559684261726,0.005616361503802396,True,0.0010640434160890477,0.0008634828513886547,-0.00020056056470039302,9.95148549905697e-05,0.0008527657415177763,0.0007532508865272067,0.0008068359019233138,0.00010716984298619715,-0.0006996660589371166
P022,new,faces_50k_150k,141486,167109,True,6.890086400002474,55,55,11.076777139999798,2088.4024885537924,14569.507120994216,0,0,0.15407167813256703,0.1340243584771345,-0.02004731965543252,True,0,0,0.16808395121508404,0.08251658950300668,-0.08556736171207736,True,0,0,0.08413756361021862,0.0,-0.08413756361021862,True,55,55,2.9774038654558934,8565.639303772092,27842.205749165787,0,0,0.2173691001365211,0.21069363460934115,-0.006675465527179958,True,0,0,0.10731748771814473,0.0,-0.10731748771814473,True,0,0,0.011292115939308376,0.0,-0.011292115939308376,True,0.13028110348740785,0.07406304629453214,-0.0562180571928757,0.11095706053881606,0.07406304629453214,-0.036894014244283915,0.1042009757577846,0.06947034231099106,-0.034730633446793543
P023,new,faces_50k_150k,56700,43399,True,6.099056899998686,55,55,22.45471696363635,2368.3756632592126,24330.736639440438,0,0,0.008408033756933941,0.29659478324711064,0.2881867494901767,True,0,0,0.1932741924303394,0.013590761508191922,-0.17968343092214747,True,0,0,0.0,0.013590761508191922,0.013590761508191922,True,55,55,4.556454181818514,6465.936103435644,55065.98389509717,0,0,0.020255870357962478,0.21482602352726826,0.1945701531693058,True,0,0,0.20815095369492786,0.0209037705023571,-0.18724718319257078,True,0,0,0.0,0.0209037705023571,0.0209037705023571,True,0.0,0.36092033999972445,0.36092033999972445,0.0,0.31427686795212867,0.31427686795212867,0.0,0.03781909055837276,0.03781909055837276
P024,new,faces_50k_150k,72338,57942,True,3.7610551999969175,55,55,11.480915605454621,2093.1491680179915,37666.1033956054,0,0,0.008130252664791024,0.0,-0.008130252664791024,True,0,0,0.029809580439026,0.0,-0.029809580439026,True,0,0,0.004066798462868662,0.0,-0.004066798462868662,True,55,55,2.000889041816911,5817.875932600881,52878.609878164905,0,0,0.00103941055856656,0.1636222401135503,0.16258282955498374,True,0,0,0.016196201022523,0.1636222401135503,0.1474260390910273,True,0,0,0.0,0.14801898498114138,0.14801898498114138,True,0.009069150780376442,0.0019437778118551567,-0.007125372968521285,0.000421922172426016,0.0019437778118551567,0.0015218556394291406,0.0,0.0019220290847483791,0.0019220290847483791
P025,new,faces_50k_150k,58594,668056,True,36.14055960001133,55,55,39.05903280181678,66.11650845521774,32163.359797423538,0,0,0.023287439321328738,0.0,-0.023287439321328738,True,0,0,0.02636720117899098,0.0,-0.02636720117899098,True,0,0,0.010044838694493718,0.0,-0.010044838694493718,True,55,55,11.720718952727145,144.9051723125487,104203.08263910693,0,0,0.06491623224311757,0.0,-0.06491623224311757,True,0,0,0.027018615502365215,0.0,-0.027018615502365215,True,0,0,0.01858561034021345,0.0,-0.01858561034021345,True,0.0030673258701421646,0.025465088531582424,0.02239776266144026,0.04416645654665533,0.025465088531582424,-0.018701368015072908,0.0021617118763973416,0.025465088531582424,0.023303376655185084
P026,new,faces_50k_150k,87128,1706476,True,5.788025199988624,55,55,7.808549209091474,2256.0896489415,27198.324755597063,0,0,0.020244183954844924,0.06391371979782325,0.04366953584297832,True,0,0,0.0042095006224507105,0.06391371979782325,0.05970421917537254,True,0,0,0.0,0.06391371979782325,0.06391371979782325,True,55,55,2.4341166618176926,7324.884894845185,46535.780791397054,0,0,0.06839974927342085,0.14718771655019106,0.0787879672767702,True,0,0,0.021595051706853476,0.14718771655019106,0.1255926648433376,True,0,0,0.0,0.134361502634552,0.134361502634552,True,0.015690834288019914,0.0057399256590302435,-0.00995090862898967,0.0011274853268702894,0.004784552280660101,0.0036570669537898115,0.0024697900909017275,0.004784552280660101,0.0023147621897583737
P027,new,faces_50k_150k,57292,548862,True,7.8347618999978295,55,55,18.274229343636332,9161.413336935135,37979.364949887036,0,0,0.0294829001778457,0.42000180262065195,0.39051890244280624,True,0,0,0.06445020112211255,0.3665178289798638,0.3020676278577512,True,0,0,0.0,0.3665178289798638,0.3665178289798638,True,55,55,4.0000032636379315,34460.764011018524,65213.18632623456,0,0,0.0,0.6406737290665774,0.6406737290665774,True,0,0,0.028006757588482322,0.6406737290665774,0.612666971478095,True,0,0,0.01725344470223305,0.43538001022136535,0.4181265655191323,True,0.0018594594377236615,0.002342692012091687,0.00048323257436802547,0.000927956189559685,0.0018633436672218513,0.0009353874776621663,0.00041381348547816555,0.0018633436672218513,0.0014495301817436857
P028,new,faces_50k_150k,71706,76192,True,4.466779199996381,55,55,8.63986486909165,5076.374866360643,17368.21243806115,0,0,0.0,0.4644692572676728,0.4644692572676728,True,0,0,0.05074366283112161,0.3765679149215249,0.32582425209040333,True,0,0,0.03201534120480402,0.2923973702149208,0.26038202901011676,True,55,55,1.6488315163643248,11412.04386192077,29076.215338817794,0,0,0.0,0.2090167003714777,0.2090167003714777,True,0,0,0.07036108185168641,0.2090167003714777,0.1386556185197913,True,0,0,0.07145861585969136,0.2090167003714777,0.13755808451178636,True,0.05467572824609909,0.3712313153395175,0.31655558709341836,0.07921259386068355,0.3712313153395175,0.2920187214788339,0.0634264646131253,0.12362150525954067,0.06019504064641537
P029,new,faces_50k_150k,97300,99265,True,9.046427699999185,55,55,13.230950450909653,10115.586828894142,38170.948321125004,0,0,0.0035037813878963627,0.13570359040984623,0.13219980902194986,True,0,0,0.010010682468904446,0.13570359040984623,0.1256929079409418,True,0,0,0.0,0.13570359040984623,0.13570359040984623,True,55,55,4.638965354545772,17089.327509082617,53809.85384205564,0,0,0.0,0.24205338339037796,0.24205338339037796,True,0,0,0.10145676500894261,0.24205338339037796,0.14059661838143533,True,0,0,0.0757932311544683,0.18170639819538645,0.10591316704091815,True,0.0043527322196601085,0.08253008420317866,0.07817735198351855,0.009540817773548406,0.08253008420317866,0.07298926642963025,0.0037483177190490314,0.08253008420317866,0.07878176648412963
P030,new,faces_50k_150k,66096,548860,True,10.83976669999538,55,55,18.90666253818093,11183.104587037182,39937.92168784519,0,0,0.0,0.24169470271041993,0.24169470271041993,True,0,0,0.07366584249025246,0.18893819346119858,0.11527235097094612,True,0,0,0.0391308441302859,0.18893819346119858,0.1498073493309127,True,55,55,4.473084621817741,20648.603279785315,71488.17609737342,0,0,0.0,0.6276397041910147,0.6276397041910147,True,0,0,0.28098270681347753,0.4322344151846089,0.1512517083711314,True,0,0,0.15087395955796776,0.4322344151846089,0.28136045562664114,True,0.015266545467800603,0.04897532143185658,0.03370877596405598,0.014632502969785488,0.04897532143185658,0.034342818462071094,0.00749489564731186,0.03864599636962407,0.03115110072231221
P031,new,faces_50k_150k,97572,82257,True,5.688041599991266,55,55,9.687303974546111,974.8097521257579,32877.898784323,0,0,0.06405984427743532,0.04111823432504109,-0.022941609952394228,True,0,0,0.06480944753181013,0.016826618357158825,-0.047982829174651305,True,0,0,0.0,0.016826618357158825,0.016826618357158825,True,55,55,2.5918940090907694,4514.990302705129,46204.94023454964,0,0,0.21409017995639051,0.06054772623088373,-0.1535424537255068,True,0,0,0.122292053073097,0.014090960678732629,-0.10820109239436437,True,0,0,0.0,0.014090960678732629,0.014090960678732629,True,0.0006652472714861547,0.008958663355575495,0.00829341608408934,0.0,0.0036899045984482705,0.0036899045984482705,0.0004434981632118513,0.0036899045984482705,0.0032464064352364192
P032,new,faces_50k_150k,106776,99267,True,6.48887570000079,55,55,21.028521761817814,11460.697783432799,70342.39191014763,0,0,0.029552701851967858,0.09740058629909427,0.06784788444712642,True,0,0,0.021509566104511605,0.05577630913990224,0.03426674303539064,True,0,0,0.0,0.05577630913990224,0.05577630913990224,True,55,55,4.522476350909511,16544.905089427608,87720.91766769729,0,0,0.07921442261537612,0.20350984768269428,0.12429542506731817,True,0,0,0.11025318034578066,0.20123272546480103,0.09097954511902037,True,0,0,0.0,0.20123272546480103,0.20123272546480103,True,0.03587804350815431,0.03362877111965714,-0.0022492723884971685,0.02676021676118569,0.027466663681546585,0.0007064469203608946,0.009165145089547534,0.027466663681546585,0.01830151859199905
P033,new,faces_50k_150k,103580,496673,True,8.530065300001297,55,55,61.06298296000009,34571.36094019819,129528.09822399268,0,0,0.3709370322576581,0.5460079849763182,0.17507095271866008,True,0,0,0.42819021592837914,0.5273090198562467,0.09911880392786754,True,0,0,0.0,0.5273090198562467,0.5273090198562467,True,55,55,13.064904034544915,119420.86125896456,287993.86483355955,0,0,0.0,0.38446041346832116,0.38446041346832116,True,0,0,0.12252324631979376,0.38446041346832116,0.2619371671485274,True,0,0,0.020887600174538574,0.311054764613231,0.29016716443869245,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P034,new,faces_150k_250k,196608,59333,True,8.826116099997307,54,55,19.667344268517304,5732.625454932148,20834.183307995463,1,0,0.3045696515668271,0.0380736608544632,-0.2664959907123639,False,0,0,0.2124998086923056,0.0380736608544632,-0.17442614783784238,True,0,0,0.0,0.0380736608544632,0.0380736608544632,True,55,55,4.884110827271732,16147.145598023031,42330.585454516884,0,0,0.30094838460754614,0.0,-0.30094838460754614,True,0,0,0.23165797010302547,0.0,-0.23165797010302547,True,0,0,0.12374555078101937,0.0,-0.12374555078101937,True,0.14556152466970632,0.1257717808830498,-0.019789743786656516,0.1461198250127777,0.08070529320660916,-0.06541453180616855,0.11535619672635596,0.0663058850155517,-0.04905031171080426
P035,new,faces_150k_250k,175524,762586,True,7.69888899999205,55,55,14.305853778182593,6085.486295206047,21376.17531058236,0,0,0.2865212298474071,0.1797807188699181,-0.10674051097748899,True,0,0,0.26461061058375823,0.17520404967286476,-0.08940656091089347,True,0,0,0.037861163560914596,0.0,-0.037861163560914596,True,55,55,4.114892647272791,17132.94414497446,39039.37173430692,0,0,0.16491349990261,0.19026094509670155,0.025347445194091545,True,0,0,0.21435761981763385,0.14179261206075527,-0.07256500775687857,True,0,0,0.0,0.14179261206075527,0.14179261206075527,True,0.0523904911547949,0.050100196911043386,-0.0022902942437515172,0.0,0.0015904823900058916,0.0015904823900058916,0.0,0.0015904823900058916,0.0015904823900058916
P036,new,faces_150k_250k,182040,815481,True,6.461720300008892,55,55,8.688637965454307,577.696992911879,26147.18853045782,0,0,0.17104642322359878,0.0,-0.17104642322359878,True,0,0,0.09497007959394177,0.0,-0.09497007959394177,True,0,0,0.08234869001393717,0.0,-0.08234869001393717,True,55,55,2.7400449763636887,2480.9659938397813,36815.944057384004,0,0,0.2897595174667246,0.0,-0.2897595174667246,True,0,0,0.23537833625396168,0.0,-0.23537833625396168,True,0,0,0.18093100571926804,0.0,-0.18093100571926804,True,0.048437850056079076,0.04732126885492937,-0.0011165812011497064,0.08482851668568066,0.04732126885492937,-0.03750724783075129,0.01956240793071315,0.04732126885492937,0.02775886092421622
P037,new,faces_150k_250k,172918,960066,True,9.050568899998325,55,55,8.00040755454578,337.25371182161734,18883.39486080411,0,0,0.03707718331662954,0.00525980018163317,-0.03181738313499637,True,0,0,0.00890481980515876,0.00525980018163317,-0.0036450196235255907,True,0,0,0.0,0.002816448733026865,0.002816448733026865,True,55,55,3.939070325456454,922.6467408333351,36664.8281586304,0,0,0.07616299657210697,0.008869129403945441,-0.06729386716816153,True,0,0,0.017196451324007968,0.006159767621045913,-0.011036683702962055,True,0,0,0.00430633378809541,0.0,-0.00430633378809541,True,0.00392345065699124,0.004981313579202429,0.001057862922211189,0.0034834553076067603,0.004981313579202429,0.001497858271595669,0.003290606410911366,0.0029947798255955194,-0.0002958265853158465
