tuned_score,rayleigh,pair,bed,hit,dir_x,dir_y,dir_z,sigma1,sigma2,sigma3
2.3145685515104573,188.86933782388223,272.9141343063831,1512.7755744913604,196,0.062469474967654204,0.0,0.998046875,189.23736211582735,45.6068195553014,19.964700777247813
2.300432455460883,182.78757370646073,262.3156928459834,1561.5888157553668,183,-0.07970550925776411,0.07301677559691234,0.994140625,183.5071121188855,40.55047042971641,16.993496328819756
2.318316343919443,186.09966071798559,267.4907730296496,1541.861122846226,191,0.012188250577684002,-0.13887882889848602,0.990234375,187.12522310126658,42.78656520886524,16.108801883881668
2.3107134004647563,180.00384618927455,263.4874313608047,1596.6036135968259,183,0.10026664425820996,0.1307800821347882,0.986328125,181.60293705867628,40.458511999247605,15.547869999160389
2.2870346243222315,164.89176006766724,249.06952340326723,1624.4604178295576,172,-0.18382060889430765,-0.03251527744323202,0.982421875,165.59070467234298,43.78059205506776,15.456036073193044
2.277565298218436,162.53501451568246,258.85850318520716,1646.1883221246308,171,0.1739592855920794,-0.11065865798550392,0.978515625,164.19167441808028,48.86018127446652,11.805205120788164
2.2929821843532148,163.70346098432574,241.32172394934958,1635.422070352004,168,-0.058128508926850474,0.21623515581896122,0.974609375,165.19106940967484,36.4673599253465,13.882789639346658
2.308024012393494,151.33821918831745,236.32046294219165,1639.6554770938308,170,-0.11074766515651636,-0.2132378901077726,0.970703125,153.31977274686247,40.58481019304387,11.159320442021414
2.2636993028659953,159.62470536359712,248.19721618557617,1705.2536676724208,153,0.24003988154455913,0.08766217974878567,0.966796875,162.4479029762426,33.58301511639071,10.845212071930899
2.2678902401239354,152.03604704253019,247.77620606548692,1733.6093478305654,153,-0.24947338970723795,0.10297898870687149,0.962890625,154.70100775115512,42.04915505630156,11.019694766118876
2.2799366382649118,144.59353133647184,223.2824087510244,1668.9889328721815,153,0.1201429348645927,-0.2567384733692666,0.958984375,147.32809868293018,35.944344916040485,10.562016848389856
2.3264191324554613,146.64542972464005,216.91293652743158,1695.1636134611203,156,0.08869401168343155,0.2827704854435549,0.955078125,151.596702696633,28.69367581425961,10.902164424308156
2.2243510457010074,149.6425364995641,246.39837524915646,1755.6857014301672,144,-0.2670575897181702,-0.1547653319800848,0.951171875,152.53085103964787,40.21507452269826,8.500908054419432
2.2807333075135556,139.8229645953394,232.17582494402146,1759.3940216320045,149,0.31297519267728063,-0.06880671814567538,0.947265625,143.60442357118632,34.253892058683206,7.766467055514599
2.2896417505809454,129.2874972549404,207.28449930578168,1782.8049760917565,144,-0.19081221333524254,0.27141073825793127,0.943359375,134.18027786898062,39.4035287229289,7.541269373102096
2.3177036405886913,139.24825956967197,225.01565553506984,1627.2608347743596,168,-0.044037713825955525,-0.33983599822372795,0.939453125,143.92614754157853,34.44574103953838,10.458896669140362
2.26647103020914,137.92695288750272,233.6277601606655,1785.4861410552387,147,0.27007597867755756,0.2276203207516716,0.935546875,143.40510071157638,33.220543649451486,10.438693970733905
2.2129969016266466,146.178621653734,250.11317168766584,1770.1763874916246,140,-0.3630706849491668,0.015014112699465605,0.931640625,150.1577572567156,27.204501071321157,6.3594266498081895
2.233051123160341,131.61617256219282,216.38335003101076,1777.0112234302783,138,0.2645642804806867,-0.2632767952879553,0.927734375,134.87658901254903,40.351719165331225,7.559750850551609
2.2413642912470957,135.8569551290563,210.53195724483504,1702.8866275447194,142,-0.017682432750435708,0.3823989108653562,0.923828125,143.17868380957293,32.59836754382224,5.824411070648808
2.330910766847406,130.12310432630727,225.8140107870729,1791.656368359465,152,-0.25122314556151143,-0.30104929003514364,0.919921875,133.40548871890354,34.675180040839784,6.756994123430738
2.279003253292022,136.15257832444084,227.55311643368768,1824.6898355770586,139,0.39756014768899,0.05349115558078569,0.916015625,139.43794905032152,21.58246636572799,8.49557676267917
2.265470952749806,131.89117700513953,229.1451518411086,1881.243182843558,137,-0.33650835782783767,0.23413375055536376,0.912109375,135.84495842794084,37.69520035457869,5.543385259244685
2.258575135553835,115.19416931972897,190.96816206108485,1723.2660518910839,138,0.09185946479796593,-0.4083245308174193,0.908203125,118.76587154200219,22.466374830347892,9.126890172822815
2.292662354763749,121.36753085513061,205.17057467875338,1803.940654692007,140,0.2122485838183753,0.37040207954644166,0.904296875,130.53294072842027,28.844945292133804,3.5656794197630433
2.29391587916344,122.17995883289646,201.33229850599963,1857.3985149360485,135,-0.41449989020750244,-0.13223677034046838,0.900390625,123.91959677612277,24.84854228413118,4.520586590241339
2.260773353989156,113.3797140108628,192.94113146356966,1885.278134983772,128,0.40221987383334906,-0.18583578362184208,0.896484375,115.50369993902503,29.924523656874037,3.6790019339769313
2.300639349341596,112.98213150459242,191.1110541073976,1826.7261304820815,138,-0.17407215105825596,0.41593650596868276,0.892578125,118.17077413961705,30.659559567691527,5.481495224167396
2.223910534469404,112.22391441600638,200.71844214423186,1755.8620178109236,136,-0.15519515082517604,-0.4314820549505335,0.888671875,116.05489818864022,31.34255133215536,8.885790568275633
2.2833407436096054,128.91747302091846,228.66940405874215,1896.662940515669,134,0.4125303683253367,0.21681439995471113,0.884765625,137.43349200937467,15.12344829955554,5.289217890743322
2.189867312161116,122.93802695275984,208.64160486905888,1910.1912560232897,119,-0.4577423583723017,0.12065941665022524,0.880859375,129.54617447493376,22.831967055859486,2.5053501968586436
2.2512463206816427,109.55162514585294,191.56968547747255,1808.4623019093447,133,0.2599135946211916,-0.4042253577941706,0.876953125,113.84172198573393,28.92245903735693,6.385206443775413
2.233464601084431,103.30665616954983,170.025001170068,1783.0962850972423,126,0.08259396884792153,0.48059066820183155,0.873046875,109.25380537650152,21.105533552863843,6.548982902367474
2.3241898528272658,113.16169937029713,198.51529774344033,1897.0612581535286,135,-0.3910145782913316,-0.30282366740111555,0.869140625,118.65657865276894,27.21644805994308,2.806030126033365
2.267530906274206,129.8579214152486,216.74999656907448,1916.2567293290363,128,0.49965577375861053,-0.04139545950999479,0.865234375,130.92404364534855,21.77909207856723,4.514366955294478
2.1374718048024794,85.20998902849378,166.71962208996013,1960.643186027744,107,-0.3450056327981756,0.3729409798098284,0.861328125,93.67370751348761,26.975394051033344,2.2757934009008056
2.2822395042602635,108.15404246609806,183.62376858645015,1697.7426052404421,143,0.0025104304791140238,-0.5146080314280899,0.857421875,113.42304733717273,22.127249525124356,11.957348317710677
2.2609863671572428,96.8249731097482,179.00752292783304,1889.1881888769462,121,0.35009735551445414,0.38593123680604713,0.853515625,105.56807576465269,16.92823775825216,2.2735255072589178
2.2504725793958174,116.42194694907549,187.68588095656347,1903.2319791462435,117,-0.5251618397086073,-0.04867188126609003,0.849609375,119.26377506883328,7.960299027904089,3.861274271008013
2.25040340821069,95.79813715103937,171.8654320684759,1934.527213317438,115,0.4250868581612932,-0.3226257698693565,0.845703125,99.90174670815367,20.670561659870145,0.7694531670111111
2.344641750580945,85.01799589322083,145.87489145604914,1805.0143737974483,125,-0.09661434033112912,0.5310778572701136,0.8417968750000001,90.60190606307188,16.97568553603641,5.05199785277802
2.3191412858249425,96.2198827226647,182.25070570859145,1851.7847277938442,136,-0.2907164591952994,-0.4619775328845085,0.837890625,100.6878670351081,28.96878016019442,4.333352266299884
2.2034019364833464,138.32715808767608,256.1768533668065,1962.6906380226842,124,0.5321649096632564,0.14584433886496143,0.833984375,149.43490457831865,15.222288978065041,2.9561998938594116
2.2484928737412857,95.13776003844961,166.57063121956222,2030.3406769449427,108,-0.4961310006896634,0.25460623824085227,0.830078125,100.63389994542507,18.783782112250652,2.151183952515855
2.234197056545314,91.24065237023585,168.31362472776777,1802.6960866310314,126,0.19585363146223977,-0.5282815423635749,0.826171875,96.86839335861663,26.09566505794708,8.316310106460778
2.1565405886909375,79.93996897450133,145.2635309022171,1867.1867626785204,107,0.2145764428456661,0.5271016904915596,0.822265625,85.8681215864536,23.18687961378411,0.7754532372856374
2.323011541440744,119.87394222218009,205.410266434894,1975.2217911865766,127,-0.5193371874679816,-0.2461235849374374,0.818359375,126.74528887346605,7.973524653362702,0.7605932063293886
2.319881177381875,111.69274565920988,189.93540781153976,2003.5937616387782,124,0.5544745756061082,-0.17095043780043562,0.814453125,114.4793480060797,17.65799972197465,1.6819395679179412
2.482372269558482,71.47271104528845,129.40841452631506,1977.1177651041949,105,-0.29612975030880545,0.5052929194138573,0.810546875,78.62567241070293,18.453972752501674,1.7092750658128204
1.9614941130906272,77.29874852952743,162.5652626170866,1746.5260685143367,125,-0.12409071951792394,-0.5778688392958503,0.806640625,83.46233097028151,29.650018623037614,12.822349886268261
2.106401549186677,113.86468769640328,287.79808451719487,1965.583869258594,118,0.4861617820839819,0.34534655758279426,0.802734375,152.10903329659726,28.587930214152873,4.636315223259178
2.211224244771495,130.40088725428262,245.23456207901106,1952.9529887061544,121,-0.5969412992840298,0.07439564448325392,0.798828125,144.58106351250302,4.711515355091114,1.867411900569015
2.2795818745158787,70.72088509618517,133.82607134647392,1898.7676818426307,100,0.39325207694642955,-0.46200867591832495,0.794921875,75.5525781044337,16.86726805384082,0.6947625170068215
2.928838652207591,69.73700623081382,123.39242970820308,1773.7539817011516,113,0.02229581624669931,0.611389546511676,0.791015625,73.71548046350327,10.784432973930908,2.059773360570398
