37009,GNU - GPL,
37010,GNU - GPL,
37011,Creative Commons - Attribution - Share Alike,
37091,Attribution - Non-Commercial - Share Alike,
37095,Attribution - Non-Commercial - Share Alike,
37111,Creative Commons - Attribution - Share Alike,
37137,Creative Commons - Attribution - Share Alike,
37402,Creative Commons - Attribution - Share Alike,
37415,Creative Commons - Attribution - Share Alike,
37416,Creative Commons - Attribution - Share Alike,
